,Name,2G,3G,4G,5G,Announced,Released,Dimension,Weight,Build,Sim,Body(Other),Display Type,Display Size,Resolution,Display Protection,Display(Other),OS,Chipset,CPU,GPU,Memory(External),Memory(Internal),Main Camera,Main Camera(Features),Main Camera(Video),Front Camera,Front Camera(Features),Front Camera(Video),Speker,Headphone Jack,WiFi,Bluetooth,GPS,NFC,Radio,USB,Sensors,Battery Type,Charging,Battery Talktime,Colors,Models,SAR,SAR EU,Price,Benchmark Results,Battery Test,Popularity,Rating
33,Asus Zenfone Max (M2) ZB633KL,True,True,True,False,"2018, December","Available. Released 2018, December",158.4 x 76.3 x 7.7 mm (6.24 x 3.00 x 0.30 in),160 g (5.64 oz),,Nano-SIM + Nano-SIM,,IPS LCD,"6.26 inches, 97.8 cm2 (~80.9% screen-to-body ratio)","720 x 1520 pixels, 19:9 ratio (~269 ppi density)",,,"Android 8.1 (Oreo), upgradable to Android 9.0 (Pie)",Qualcomm SDM632 Snapdragon 632 (14 nm),Octa-core (4x1.8 GHz Kryo 250 Gold & 4x1.8 GHz Kryo 250 Silver),Adreno 506,microSDXC (dedicated slot),"32GB 3GB RAM, 64GB 4GB RAM","13 MP, f/1.8, 1/3.1"", 1.12µm, PDAF__2 MP, (depth)","LED flash, HDR, panorama","4K@30fps, 1080p@30fps","8 MP, f/2.0, 1/4.0"", 1.12µm","LED flash, HDR",1080p@30fps,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct","4.2, A2DP, LE","GPS, GLONASS, BDS",No,FM radio,"microUSB 2.0, OTG","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Li-Ion 4000 mAh, non-removable",,,"Black, Blue","X01AD, X01BD",,,,__AnTuTu: 103243 (v7)_GeekBench: 4744 (v4.4)_GFXBench: 7.7fps (ES 3.1 onscreen),,"1,423,139 hits",
34,Asus Zenfone Max (M1) ZB556KL,True,True,True,False,"2018, October","Available. Released 2018, October",147.3 x 70.9 x 8.7 mm (5.80 x 2.79 x 0.34 in),150 g (5.29 oz),"Glass front, plastic back, plastic frame",Nano-SIM + Nano-SIM,,IPS LCD,"5.45 inches, 86.5 cm2 (~82.8% screen-to-body ratio)","720 x 1440 pixels, 16:10 ratio (~247 ppi density)",,,"Android 8 (Oreo), ZenUI 5",Qualcomm MSM8937 Snapdragon 430 (28 nm),Octa-core 1.4 GHz Cortex-A53,Adreno 505,microSDXC (dedicated slot),32GB 3GB RAM,"13 MP, f/2.0, (wide), 1/3.1"", 1.12µm, PDAF","LED flash, HDR, panorama",1080p@30fps (gyro-EIS),"8 MP, f/2.0, 25mm (wide), 1/4.0"", 1.12µm",LED flash,1080p@30fps,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct","4.0, A2DP, LE","GPS, GLONASS, BDS",No,FM radio,"microUSB 2.0, OTG","Fingerprint (rear-mounted), accelerometer, proximity, compass","Li-Po 4000 mAh, non-removable",10W wired,,"Deepsea Black, Sunlight Gold",,,,About 120 EUR,__AnTuTu: 57845 (v7)_GeekBench: 2434 (v4.4)_GFXBench: 5.2fps (ES 3.1 onscreen),,"457,168 hits",
35,Asus ZenFone Lite (L1) ZA551KL,True,True,True,False,"2018, October","Available. Released 2018, October",147.3 x 71.8 x 8.2 mm (5.80 x 2.83 x 0.32 in),140 g (4.94 oz),"Glass front, plastic back, plastic frame",Nano-SIM + Nano-SIM,,IPS LCD,"5.45 inches, 76.7 cm2 (~72.5% screen-to-body ratio)","720 x 1440 pixels, 18:9 ratio (~295 ppi density)",,,Android 8.0 Oreo,Qualcomm MSM8937 Snapdragon 430 (28 nm),Octa-core 1.4 GHz Cortex-A53,Adreno 505,microSDXC (dedicated slot),16GB 2GB RAM,"13 MP, f/2.0, 1/3.1"", 1.12µm, PDAF","LED flash, HDR, panorama",1080p@30fps,"5 MP, f/2.4, 1/5.0"", 1.12µm",LED flash,,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct","4.0, A2DP, LE","GPS, GLONASS, BDS",No,FM radio,"microUSB 2.0, OTG","Accelerometer, proximity, compass","Li-Ion 3000 mAh, non-removable",,,"Black, Gold",,,,About 80 EUR,,,"356,415 hits",
36,Asus ROG Phone ZS600KL,True,True,True,False,"2018, June","Available. Released 2018, October",158.8 x 76.2 x 8.3 mm (6.25 x 3.00 x 0.33 in),200 g (7.05 oz),"Glass front (Gorilla Glass 6), glass back (Gorilla Glass 5), aluminum frame",Nano-SIM + Nano-SIM,3 Ultrasonic pressure sensitive zones__Water resistant,"AMOLED, 90Hz, HDR","6.0 inches, 92.9 cm2 (~76.8% screen-to-body ratio)","1080 x 2160 pixels, 18:9 ratio (~402 ppi density)",Corning Gorilla Glass 6,Always-on display,"Android 8.1 (Oreo), upgradable to Android 9.0 (Pie), ROG Gaming X UI",Qualcomm SDM845 Snapdragon 845 (10 nm),Octa-core (4x2.96 GHz Kryo 385 Gold & 4x1.7 GHz Kryo 385 Silver),Adreno 630,No,"128GB 8GB RAM, 512GB 8GB RAM","12 MP, f/1.8, 24mm (wide), 1/2.55"", 1.4µm, dual pixel PDAF, 4-axis OIS__8 MP, 12mm (ultrawide), no AF","LED flash, panorama, HDR","4K@30/60fps, 1080p@30/60/240fps, (3-axis gyro-EIS)","8 MP, f/2.0, 24mm (wide)","Panorama, HDR",1080p@30fps,"Yes, with stereo speakers",Yes,"Wi-Fi 802.11 a/b/g/n/ac/ad, dual-band, Wi-Fi Direct","5.0, A2DP, LE, aptX HD","GPS, GLONASS, BDS, GALILEO, QZSS",Yes,FM radio,"USB Type-C 3.1, accessory connector","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Li-Ion 4000 mAh, non-removable","30W wired, QC4",,Black,"Z01QD, ZS600KL",,,About 1110 EUR,__AnTuTu: 288821 (v7)__GeekBench: 9406 (v4.4)__GFXBench: 31fps (ES 3.1 onscreen),Endurance rating 69h,"3,348,015 hits",4.1
37,Asus ZenFone Live (L1) ZA550KL,True,True,True,False,"2018, May","Available. Released 2018, May",147.3 x 71.8 x 8.2 mm (5.80 x 2.83 x 0.32 in),140 g (4.94 oz),"Glass front, plastic back, plastic frame",Nano-SIM + Nano-SIM,,IPS LCD,"5.5 inches, 78.1 cm2 (~73.8% screen-to-body ratio)","720 x 1440 pixels, 18:9 ratio (~293 ppi density)",,,"Android 8.0 Oreo (Go edition), ZenUI 5",Qualcomm MSM8917 Snapdragon 425 (28 nm),Quad-core 1.4 GHz Cortex-A53,Adreno 308,microSDXC (dedicated slot),"16GB 1GB RAM, 16GB 2GB RAM, 32GB 2GB RAM","13 MP, f/2.0, PDAF","LED flash, HDR, panorama",1080p@30fps,"5 MP, f/2.4",LED flash,,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct","4.0, A2DP, LE","GPS, GLONASS, BDS",No,FM radio,microUSB 2.0,"Accelerometer, gyro, proximity, compass","Li-Ion 3000 mAh, non-removable",,,"Space Blue, Rose Pink, Shimmer Gold, Midnight Black","X00RD, ZA550KL",,,About 100 EUR,,,"1,433,877 hits",
38,Asus Zenfone Max Pro (M1) ZB601KL/ZB602K,True,True,True,False,"2018, April","Available. Released 2018, May",159 x 76 x 8.5 mm (6.26 x 2.99 x 0.33 in),180 g (6.35 oz),"Glass front, aluminum back, plastic frame",Nano-SIM + Nano-SIM,,IPS LCD,"5.99 inches, 92.1 cm2 (~76.2% screen-to-body ratio)","1080 x 2160 pixels, 18:9 ratio (~404 ppi density)",,,"Android 8.1 (Oreo), upgradable to Android 9.0 (Pie)",Qualcomm SDM636 Snapdragon 636 (14 nm),Octa-core (4x1.8 GHz Kryo 260 Gold & 4x1.6 GHz Kryo 260 Silver),Adreno 509,microSDXC (dedicated slot),"32GB 3GB RAM, 64GB 4GB RAM, 128GB 6GB RAM","13 MP, f/2.2, 25mm (wide), 1.12µm, PDAF__5 MP, f/2.4, (depth)__or__16 MP, f/2.0, PDAF__5 MP, f/2.4, (depth) (6 GB RAM model only)","LED flash, HDR, panorama","4K@30fps, 1080p@30/60fps","8 MP, f/2.2, 26mm (wide), 1.0µm__16 MP, f/2.2, 26mm (wide), 1/3.06"", 1.0µm (6 GB RAM model only)",LED flash,1080p@30fps,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct","5.0, A2DP, LE","GPS, GLONASS, BDS",Yes (market dependent),FM radio,"microUSB 2.0, OTG","Fingerprint (rear-mounted), accelerometer, proximity, compass, gyroscope, ambient light sensor","Li-Po 5000 mAh, non-removable",10W wired,Up to 42 h (3G),"Meteor Silver, Deepsea Black","X00TD, X00TDB, X00TDA, ZB601KL, ZB602K, ZB602KL, ASUS_X00TD, X00T, X00TDE",,,About 160 EUR,__AnTuTu: 115509 (v7)_GeekBench: 4910 (v4.4)_GFXBench: 6fps (ES 3.1 onscreen),,"8,653,694 hits",
39,Asus Zenfone 5z ZS620KL,True,True,True,False,"2018, February","Available. Released 2018, June",153 x 75.7 x 7.9 mm (6.02 x 2.98 x 0.31 in),165 g (5.82 oz),"Glass front (Gorilla Glass), aluminum back, aluminum frame",Nano-SIM + Nano-SIM,,IPS LCD,"6.2 inches, 96.9 cm2 (~83.6% screen-to-body ratio)","1080 x 2246 pixels, 18.7:9 ratio (~402 ppi density)",Corning Gorilla Glass (unspecified version),,"Android 8.0 (Oreo), upgradable to Android 10",Qualcomm SDM845 Snapdragon 845 (10 nm),Octa-core (4x2.7 GHz Kryo 385 Gold & 4x1.7 GHz Kryo 385 Silver),Adreno 630,microSDXC (uses shared SIM slot),"64GB 4GB RAM, 64GB 6GB RAM, 128GB 6GB RAM, 256GB 8GB RAM","12 MP, f/1.8, 24mm (wide), 1/2.55"", 1.4µm, PDAF, 4-axis OIS__8 MP, f/2.0, 12mm (ultrawide), 1/4.0"", 1.12µm, no AF","Dual-LED dual-tone flash, HDR, panorama","4K@30fps, 1080p@60/120fps, 1080p@30fps (gyro-EIS), 720p@240fps","8 MP, f/2.0, 24mm (wide), 1/4.0"", 1.12µm",HDR,1080p@30fps (gyro-EIS),"Yes, with dual speakers",Yes,"Wi-Fi 802.11 a/b/g/n/ac, Wi-Fi Direct","v5.0, A2DP, LE","GPS, GLONASS, BDS",Yes,FM radio,"USB Type-C 2.0, OTG","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Li-Ion 3300 mAh, non-removable",18W wired,,"Midnight Blue, Meteor Silver",Z01RD,,,About 500 EUR,__AnTuTu: 266590 (v7)_GeekBench: 9030 (v4.4)_GFXBench: 33fps (ES 3.1 onscreen),,"3,509,606 hits",
40,Asus Zenfone 5 ZE620KL,True,True,True,False,"2018, February","Available. Released 2018, May",153 x 75.7 x 7.7 mm (6.02 x 2.98 x 0.30 in),165 g (5.82 oz),"Glass front (Gorilla Glass), glass back, aluminum frame",Nano-SIM + Nano-SIM,,IPS LCD,"6.2 inches, 96.9 cm2 (~83.6% screen-to-body ratio)","1080 x 2246 pixels, 18.7:9 ratio (~402 ppi density)",Corning Gorilla Glass (unspecified version),,"Android 8.0 (Oreo), upgradable to Android 9.0 (Pie), ZenUI 5",Qualcomm SDM636 Snapdragon 636 (14 nm),Octa-core (4x1.8 GHz Kryo 260 Gold & 4x1.6 GHz Kryo 260 Silver),Adreno 509,microSDXC (uses shared SIM slot),"64GB 4GB RAM, 64GB 6GB RAM","12 MP, f/1.8, 24mm (wide), 1/2.55"", 1.4µm, PDAF, 4-axis OIS__8 MP, f/2.0, 12mm (ultrawide), 1/4.0"", 1.12µm, no AF","Dual-LED dual-tone flash, HDR, panorama","4K@30fps, 1080p@60fps, 1080p@30fps (gyro-EIS)","8 MP, f/2.0, 24mm (wide), 1/4.0"", 1.12µm",,1080p@30fps (gyro-EIS),"Yes, with dual speakers",Yes,"Wi-Fi 802.11 a/b/g/n/ac, Wi-Fi Direct","v5.0, A2DP, LE","GPS, GLONASS, BDS, GALILEO",Yes,FM radio,"USB Type-C 2.0, OTG","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Li-Ion 3300 mAh, non-removable",10W wired,,"Midnight Blue, Meteor Silver","X00QD, ZE620KL, ZF620KL, X00QDA",,,About 320 EUR,,,"4,359,727 hits",
41,Asus Zenfone 5 Lite ZC600KL,True,True,True,False,"2018, February","Available. Released 2018, May",160.6 x 76.2 x 7.8 mm (6.32 x 3.00 x 0.31 in),168 g (5.93 oz),"Glass front, glass back, aluminum frame",Nano-SIM + Nano-SIM,,IPS LCD,"6.0 inches, 92.9 cm2 (~75.9% screen-to-body ratio)","1080 x 2160 pixels, 18:9 ratio (~402 ppi density)",,,"Android 7.1.1 (Nougat), upgradable to Android 9.0 (Pie)",Qualcomm SDM630 Snapdragon 630 (14 nm)Qualcomm MSM8937 Snapdragon 430 (28 nm),Octa-core 2.2 GHz Cortex-A53Octa-core 1.4 GHz Cortex-A53,Adreno 508Adreno 505,microSDXC (dedicated slot),"32GB 3GB RAM, 64GB 4GB RAM","16 MP, f/2.2, 26mm (wide), PDAF__Unknown MP, 13mm, no AF","LED flash, HDR, panorama","4K@30fps (SDM630 only), 1080p@60fps, 1080p@30fps (gyro-EIS)","20 MP, f/2.0, 23mm (wide), 1/2.8"", 1.0µm__Unknown MP, 13mm",LED flash,1080p@30fps (gyro-EIS),Yes,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct (SDM630)Wi-Fi 802.11, b/g/n, Wi-Fi Direct (MSM8937)","4.1 or 4.2 (SDM630 only), A2DP, LE","GPS, GLONASS, BDS",Yes,FM radio,"microUSB 2.0, OTG","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Li-Ion 3300 mAh, non-removable",,Up to 30 h (3G),"Midnight Black, Moonlight White, Rouge Red","X017DA, X017D",,,About 200 EUR,,,"1,153,080 hits",
42,Asus Zenfone Max (M1) ZB555KL,True,True,True,False,"2018, February","Available. Released 2018, May",147.3 x 70.9 x 8.7 mm (5.80 x 2.79 x 0.34 in),150 g (5.29 oz),"Glass front, plastic back, plastic frame",Nano-SIM + Nano-SIM,,IPS LCD,"5.5 inches, 88.1 cm2 (~84.4% screen-to-body ratio)","720 x 1440 pixels, 16:10 ratio (~245 ppi density)",,,"Android 8 (Oreo), ZenUI 5",Qualcomm MSM8917 Snapdragon 425 (28 nm)Qualcomm MSM8937 Snapdragon 430 (28 nm),Quad-core 1.4 GHz Cortex-A53Octa-core 1.4 GHz Cortex-A53,Adreno 308Adreno 505,microSDXC (dedicated slot),"16GB 2GB RAM, 32GB 2GB RAM, 32GB 3GB RAM","13 MP, f/2.0, PDAF__8 MP, 17mm (ultrawide)","LED flash, HDR, panorama",1080p@30fps (gyro-EIS),"8 MP, f/2.2, 25mm (wide)__or__13 MP, f/2.2, 35mm (normal)",,1080p@30fps (gyro-EIS),Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct","4.2, A2DP, LE","GPS, GLONASS, BDS",No,FM radio,"microUSB 2.0, OTG","Fingerprint (rear-mounted), accelerometer, proximity, compass","Li-Po 4000 mAh, non-removable",10W wired,Up to 36 h (3G),"Deepsea Black, Sunlight Gold, Ruby Red",X00PD,,,About 150 EUR,,,"1,490,423 hits",
43,Asus Zenfone Max Plus (M1) ZB570TL,True,True,True,False,"2017, November","Available. Released 2017, December",152.6 x 73 x 8.8 mm (6.01 x 2.87 x 0.35 in),160 g (5.64 oz),"Glass front, aluminum back, aluminum frame",Nano-SIM + Nano-SIM,,IPS LCD,"5.7 inches, 83.8 cm2 (~75.3% screen-to-body ratio)","1080 x 2160 pixels, 18:9 ratio (~424 ppi density)",,,"Android 7 (Nougat), ZenUI 4",Mediatek MT6750T (28 nm),Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),Mali-T860MP2,microSDXC (dedicated slot),"16GB 2GB RAM, 32GB 3GB RAM, 64GB 4GB RAM","16 MP, f/2.0, 35mm (standard), PDAF__8 MP, 17mm (ultrawide), no AF","LED flash, HDR, panorama",1080p@30fps,"8 MP, f/2.0, 25mm (wide)",,,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct","4.0, A2DP, LE","GPS, GLONASS",No,FM radio,"microUSB 2.0, OTG","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Li-Po 4130 mAh, non-removable",10W wired__Reverse wired,,"Sunlight Gold, Azure Silver, Deepsea Black",X018D,,,About 250 EUR,,,"3,087,928 hits",
44,Asus Zenfone V V520KL,True,True,True,False,"2017, September","Available. Released 2017, September",146.6 x 72.6 x 7.6 mm (5.77 x 2.86 x 0.30 in),147.1 g (5.19 oz),,Nano-SIM + Nano-SIM,,AMOLED,"5.2 inches, 74.5 cm2 (~70.0% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~424 ppi density)",Corning Gorilla Glass 3,,"Android 7 (Nougat), ZenUI 3",Qualcomm MSM8996 Snapdragon 820 (14 nm),Quad-core (2x2.15 GHz Kryo & 2x1.6 GHz Kryo),Adreno 530,microSDXC (uses shared SIM slot),32GB 4GB RAM,"23 MP, f/2.0, 1/2.6"", 1.0µm, PDAF, 4-axis OIS","Laser AF, Dual-LED dual-tone flash, HDR, panorama","4K@30fps, 1080p@30fps","8 MP, f/2.0","HDR, panorama",1080p@30fps,Yes,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","4.2, A2DP, EDR, LE","GPS, GLONASS, BDS",No,No,USB Type-C 3.0,"Fingerprint (front-mounted), accelerometer, gyro, proximity, compass","Li-Ion 3000 mAh, non-removable","18W wired, PD 2.0, QC2, 60% in 37 min",Up to 18 h (3G),Sapphire Black,"A006, A009",,,About 100 EUR,,,"550,567 hits",
45,Asus Zenfone 4 Pro ZS551KL,True,True,True,False,"2017, August","Available. Released 2017, October",156.9 x 75.6 x 7.6 mm (6.18 x 2.98 x 0.30 in),175 g (6.17 oz),"Glass front (Gorilla Glass 5), glass back (Gorilla Glass 5), aluminum frame",Nano-SIM + Nano-SIM,,AMOLED,"5.5 inches, 83.4 cm2 (~70.3% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)",Corning Gorilla Glass 5,,"Android 7.1.1 (Nougat), upgradable to Android 8 (Oreo), ZenUI 4",Qualcomm MSM8998 Snapdragon 835 (10 nm),Octa-core (4x2.45 GHz Kryo & 4x1.9 GHz Kryo),Adreno 540,microSDXC (uses shared SIM slot),"64GB 6GB RAM, 128GB 6GB RAM","12 MP, f/1.7, 25mm (wide), 1/2.55"", 1.4µm, dual pixel PDAF, 4-axis OIS__16 MP, 50mm (telephoto), 1/3.1"", 1.0µm, AF, 2x optical zoom","Laser AF, color spectrum sensor, LED flash, HDR, panorama","4K@30fps, 1080p@30/60fps, 1080p@120fps, 720p@240fps","8 MP, f/1.9, 22mm (wide), 1/3.2"", 1.4µm, PDAF",HDR,1080p@30fps,"Yes, dual speakers",Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.0, A2DP, EDR, LE, aptX","GPS, GLONASS, BDS, GALILEO",Yes,FM radio,"USB Type-C 2.0, OTG","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass","Li-Ion 3600 mAh, non-removable","18W wired, 50% in 32 min",Up to 27 h 30 min (3G),"Moonlight white, Pure Black","Z01GD, Z01GS",,,About 350 EUR,,,"1,608,943 hits",
46,Asus Zenfone 4 ZE554KL,True,True,True,False,"2017, August","Available. Released 2017, October",155.4 x 75.2 x 7.7 mm (6.12 x 2.96 x 0.30 in),165 g (5.82 oz),"Glass front (Gorilla Glass 5), glass back (Gorilla Glass 5), aluminum frame",Nano-SIM + Nano-SIM,,IPS LCD,"5.5 inches, 83.4 cm2 (~71.4% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)",Corning Gorilla Glass 3,,"Android 7.1.1 (Nougat), ZenUI 4",Qualcomm SDM630 Snapdragon 630 (14 nm)Qualcomm SDM660 Snapdragon 660 (14 nm),Octa-core (4x2.2 GHz Cortex-A53 & 4x1.8 GHz Cortex A53)Octa-core (4x2.2 GHz Kryo 260 Gold & 4x1.8 GHz Kryo 260 Silver),Adreno 508Adreno 512,microSDXC (uses shared SIM slot),"64GB 4GB RAM, 64GB 6GB RAM","12 MP, f/1.8, 25mm (wide), 1/2.55"", 1.4µm, dual pixel PDAF, OIS__8 MP, 12mm (ultrawide), 1/4.0"", 1.12µm, no AF","Dual-LED dual-tone flash, HDR, panorama",4K@30fps,"8 MP, f/2.0, 24mm (wide)","HDR, panorama",1080p@30fps,"Yes, dual speakers",Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.0, A2DP, EDR, LE","GPS, GLONASS, BDS, GALILEO",Yes,FM radio,"USB Type-C 2.0, OTG","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass","Li-Ion 3300 mAh, non-removable",18W wired,,"Moonlight white, Mint Green, Midnight Black","Z01KD, Z01KDA, Z01KS",,,About 350 EUR,__AnTuTu: 86978 (v7)_GeekBench: 4145 (v4.4)_GFXBench: 5.3fps (ES 3.1 onscreen),,"1,815,296 hits",
47,Asus Zenfone 4 Selfie Lite ZB553KL,True,True,True,False,"2017, October","Available. Released 2017, November",155.7 x 75.9 x 7.9 mm (6.13 x 2.99 x 0.31 in),144 g (5.08 oz),,Nano-SIM + Nano-SIM,,IPS LCD,"5.5 inches, 83.4 cm2 (~70.6% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~267 ppi density)",,,"Android 7 (Nougat), ZenUI 4",Qualcomm MSM8917 Snapdragon 425 (28 nm),Quad-core 1.4 GHz Cortex-A53,Adreno 308,microSDXC (dedicated slot),"16GB 2GB RAM, 32GB 2GB RAM","13 MP, PDAF","LED flash, panorama, HDR",1080p@30fps,"13 MP, f/2.0",LED flash,,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct","4.1, A2DP, EDR, LE","GPS, GLONASS, BDS, GALILEO",No,FM radio,"microUSB 2.0, OTG","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass","Li-Ion 3000 mAh, non-removable",,,"Deepsea Black, Mint Green, Rose Pink, Sunlight Gold",X00LDA,,,About 180 EUR,,,"293,103 hits",
48,Asus Zenfone 4 Selfie ZB553KL,True,True,True,False,"2017, September","Available. Released 2017, November",155.7 x 75.9 x 7.9 mm (6.13 x 2.99 x 0.31 in),144 g (5.08 oz),,Nano-SIM + Nano-SIM,,IPS LCD,"5.5 inches, 83.4 cm2 (~70.6% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~267 ppi density)",,,"Android 7.0 (Nougat), upgradable to Android 8.1 (Oreo), ZenUI 5",Qualcomm MSM8937 Snapdragon 430 (28 nm),Octa-core 1.4 GHz Cortex-A53,Adreno 505,microSDXC (dedicated slot),32GB 3GB RAM,"13 MP, PDAF","LED flash, panorama, HDR",1080p@30fps,"13 MP, f/2.0",LED flash,,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct","4.1, A2DP, EDR, LE","GPS, GLONASS, BDS",No,FM radio,"microUSB 2.0, OTG","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass","Li-Ion 3000 mAh, non-removable",,,"Deepsea Black, Rose Pink, Sunlight Gold",X00LDB,,,About 150 EUR,,,"345,778 hits",
49,Asus Zenfone 4 Selfie Pro ZD552KL,True,True,True,False,"2017, August","Available. Released 2017, October",154 x 74.8 x 6.9 mm (6.06 x 2.94 x 0.27 in),147 g (5.19 oz),,Nano-SIM + Nano-SIM,,AMOLED,"5.5 inches, 83.4 cm2 (~72.4% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)",Corning Gorilla Glass 5,,"Android 7 (Nougat), ZenUI 4",Qualcomm MSM8953 Snapdragon 625 (14 nm),Octa-core 2.0 GHz Cortex-A53,Adreno 506,microSDXC (uses shared SIM slot),"64GB 3GB RAM, 64GB 4GB RAM","16 MP, 26mm (wide), dual pixel PDAF","Dual-LED dual-tone flash, HDR, panorama","4K@30fps, 1080p@30/60fps, 720p@120fps","12 MP, f/1.8, 25mm (wide), 1/2.55"", 1.4µm__8 MP, 12mm","LED flash, panorama, HDR",4K@30fps,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct","4.2, A2DP, EDR, LE","GPS, GLONASS, BDS, GALILEO",No,FM radio,microUSB 2.0,"Fingerprint (front-mounted), accelerometer, gyro, proximity, compass","Li-Ion 3000 mAh, non-removable",18W wired,,"Rouge Red, Sunlight Gold, Deepsea Black","Z01MD, Z01MDA",,,About 250 EUR,,,"884,627 hits",
50,Asus Zenfone 4 Selfie ZD553KL,True,True,True,False,"2017, August","Available. Released 2017, October",155.7 x 75.9 x 7.9 mm (6.13 x 2.99 x 0.31 in),144 g (5.08 oz),"Glass front, aluminum back, aluminum frame",Nano-SIM + Nano-SIM,,IPS LCD,"5.5 inches, 83.4 cm2 (~70.6% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~267 ppi density)",,,"Android 7.0 (Nougat), upgradable to Android 8.1 (Oreo), ZenUI 5",Qualcomm MSM8937 Snapdragon 430 (28 nm),Octa-core 1.4 GHz Cortex-A53,Adreno 505,microSDXC (dedicated slot),64GB 4GB RAM,"16 MP, 26mm (wide), PDAF","LED flash, panorama, HDR",1080p@30fps,"20 MP, f/2.0, 31mm (standard), 1/2.8"", 1.0µm__8 MP, 12mm (ultrawide)","LED flash, panorama, HDR",,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct","4.1, A2DP, EDR, LE","GPS, GLONASS, BDS, GALILEO",No,FM radio,"microUSB 2.0, OTG","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass","Li-Ion 3000 mAh, non-removable",,,"Deepsea Black, Mint Green, Rose Pink, Sunlight Gold",X00LD,,,About 250 EUR,,,"1,172,547 hits",
51,Asus Zenfone 4 Max ZC520KL,True,True,True,False,"2017, August","Available. Released 2017, October",150.5 x 73.3 x 8.8 mm (5.93 x 2.89 x 0.35 in),156 g (5.50 oz),,Nano-SIM + Micro-SIM,,IPS LCD,"5.2 inches, 74.5 cm2 (~67.6% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~282 ppi density)",,,"Android 7 (Nougat), upgradable to Android 8 (Oreo), ZenUI 4",Qualcomm MSM8917 Snapdragon 425 (28 nm),Quad-core 1.4 GHz Cortex-A53,Adreno 308,microSDXC (dedicated slot),"16GB 2GB RAM, 32GB 3GB RAM","13 MP, AF__5 MP, f/2.4, (depth)","LED flash, HDR, panorama",1080p@30fps,8 MP,LED flash,1080p@30fps,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct","4.1, A2DP, LE","GPS, GLONASS",No,FM radio,"microUSB 2.0, OTG","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass","Li-Po 4100 mAh, non-removable",Reverse wired,,"Black, Gold, Silver",X00HD,,,About 180 EUR,,,"870,542 hits",
